iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
42,3.0,1,6,2,2,19,19,,6,13,33.0,0,0.77,0,30.0,2.0,30.0,20.0,30.0,10.0,0.0,10.0,0,6.0,8.0,6.0,6.0,6.0,5.0,5.0,3.0,2.0,23.0,Mechanical Engineering,5.0,,,,4.0,1.0,6.0,San Francisco(home)/Los Angeles(undergrad),"94,133","28,891.00",2.0,7.0,4.0,Engineer,5.0,1.0,1.0,7.0,5.0,3.0,3.0,3.0,1.0,1.0,9.0,8.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,3.0,20.0,25.0,20.0,15.0,10.0,10.0,,,,,,,25.0,10.0,10.0,30.0,5.0,20.0,6.0,9.0,6.0,8.0,4.0,,,,,,0,6.0,10.0,10.0,8.0,10.0,6.0,6.0,2.0,2.0,1.0,,,,,,,,,,,,8.0,3.0,3.0,,,,,,,30.0,30.0,10.0,15.0,10.0,5.0,,,,,,,,,,,,,7.0,9.0,8.0,6.0,6.0,,,,,,0.0,0.0,0.0,,,15.0,30.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,7.0,9.0,8.0,7.0,6.0,,,,,
528,20.0,0,39,2,21,22,19,19.0,20,16,546.0,0,0.03,0,30.0,2.0,35.0,10.0,20.0,25.0,5.0,5.0,0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,2.0,29.0,Social Work,11.0,Conneticut College,"1,310.00","33,585.00",3.0,8.0,7.0,NYC,"10,029","15,863.00",2.0,6.0,1.0,Social Worker,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,40.0,10.0,30.0,10.0,10.0,,20.0,30.0,30.0,10.0,10.0,,55.0,5.0,10.0,10.0,10.0,10.0,9.0,6.0,8.0,8.0,8.0,9.0,5.0,8.0,8.0,9.0,0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,,,,,,,,,,,,4.0,1.0,2.0,60.0,5.0,10.0,10.0,0.0,15.0,40.0,10.0,30.0,10.0,10.0,0.0,40.0,5.0,25.0,10.0,5.0,15.0,50.0,0.0,15.0,15.0,5.0,15.0,9.0,8.0,9.0,9.0,9.0,9.0,6.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,,30.0,15.0,20.0,15.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,0.0,30.0,10.0,10.0,20.0,10.0,20.0,40.0,5.0,15.0,15.0,10.0,15.0,9.0,8.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
27,7.0,0,13,2,2,16,4,,10,4,43.0,0,-0.16,0,24.0,2.0,25.0,35.0,30.0,10.0,0.0,0.0,1,7.0,6.0,5.0,7.0,3.0,5.0,6.0,2.0,2.0,22.0,Speech Language Pathology,3.0,,,,3.0,1.0,5.0,"Westchester, NY","10,523","48,441.00",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,17.0,10.0,18.0,20.0,25.0,10.0,,,,,,,30.0,5.0,15.0,20.0,10.0,20.0,6.0,6.0,7.0,7.0,7.0,,,,,,0,1.0,6.0,7.0,6.0,4.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,3.0,1.0,2.0,,,,,,,20.0,20.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,6.0,7.0,5.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,8.0,1,16,1,1,10,7,,2,1,1.0,0,0.5,0,21.0,4.0,15.0,20.0,20.0,15.0,15.0,15.0,0,4.0,9.0,7.0,6.0,5.0,6.0,6.0,7.0,,27.0,Business,8.0,,,,2.0,8.0,8.0,New York,"10,028","52,010.00",1.0,6.0,1.0,Financial Services,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,5.0,2.0,33.33,11.11,11.11,11.11,11.11,22.22,,,,,,,10.0,10.0,20.0,25.0,25.0,10.0,6.0,8.0,6.0,8.0,9.0,,,,,,0,6.0,7.0,5.0,6.0,8.0,6.0,7.0,5.0,2.0,2.0,,,,,,,,,,,,5.0,2.0,1.0,,,,,,,24.39,12.2,17.07,14.63,14.63,17.07,,,,,,,,,,,,,6.0,8.0,8.0,6.0,9.0,,,,,,1.0,0.0,0.0,,,35.0,10.0,15.0,15.0,15.0,10.0,,,,,,,,,,,,,,,,,,,6.0,7.0,8.0,6.0,9.0,,,,,
229,16.0,1,32,2,9,20,10,6.0,5,19,212.0,0,0.04,0,27.0,3.0,14.29,18.37,18.37,16.33,18.37,14.29,1,7.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,28.0,biomedicine,10.0,,,,2.0,7.0,1.0,New York,"11,354","30,146.00",1.0,6.0,3.0,CEO in For Profit Biomedical Organization,7.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,8.0,7.0,5.0,10.0,10.0,,,,,,0,4.0,8.0,7.0,4.0,4.0,3.0,5.0,4.0,2.0,6.0,21.62,21.62,24.32,16.22,8.11,8.11,8.0,8.0,9.0,6.0,10.0,4.0,1.0,3.0,,,,,,,22.73,15.91,22.73,15.91,11.36,11.36,10.0,5.0,5.0,10.0,5.0,5.0,17.78,11.11,17.78,20.0,22.22,11.11,8.0,8.0,10.0,5.0,10.0,,,,,,2.0,0.0,0.0,0.0,,17.39,21.74,21.74,10.87,17.39,10.87,,,,,,,10.0,3.0,3.0,10.0,1.0,1.0,7.0,8.0,9.0,7.0,9.0,,9.0,7.0,12.0,5.0,9.0,,,,,
263,12.0,0,23,2,11,21,14,14.0,21,3,275.0,0,0.23,0,21.0,2.0,25.0,10.0,25.0,5.0,10.0,25.0,1,6.0,6.0,7.0,5.0,7.0,7.0,7.0,6.0,2.0,26.0,Psychology,3.0,Yale,"1,450.00","26,100.00",1.0,9.0,10.0,"Brooklyn, NY","11,212","18,283.00",1.0,6.0,2.0,Who knows,10.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,1.0,,20.0,20.0,20.0,10.0,20.0,10.0,10.0,30.0,30.0,5.0,20.0,5.0,50.0,30.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,8.0,7.0,10.0,9.0,8.0,0,5.0,10.0,9.0,7.0,7.0,7.0,8.0,1.0,0.0,2.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,36.36,18.18,9.09,18.18,4.55,13.64,8.0,8.0,8.0,10.0,6.0,8.0,8.0,9.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,12.0,0,23,2,19,15,4,4.0,14,10,490.0,0,0.12,0,29.0,2.0,30.0,15.0,20.0,10.0,10.0,15.0,1,10.0,9.0,9.0,6.0,7.0,6.0,7.0,5.0,2.0,27.0,Electrical Engineering,5.0,McGill University,,,3.0,5.0,7.0,Canada,,,1.0,4.0,2.0,Engineer,5.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,7.0,,16.0,19.0,16.0,17.0,15.0,17.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,20.0,15.0,20.0,10.0,10.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,0,6.0,8.0,8.0,8.0,7.0,5.0,7.0,6.0,0.0,3.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0,7.0,7.0,7.0,8.0,1.0,3.0,20.0,19.0,15.0,19.0,16.0,11.0,18.0,19.0,15.0,17.0,15.0,16.0,20.0,18.0,17.0,17.0,14.0,14.0,21.0,17.0,15.0,19.0,12.0,16.0,6.0,8.0,6.0,6.0,7.0,7.0,8.0,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,5.0,0,9,2,11,21,7,7.0,3,21,293.0,0,-0.11,0,28.0,3.0,23.0,18.0,21.0,18.0,10.0,10.0,0,6.0,8.0,9.0,6.0,7.0,4.0,6.0,5.0,2.0,24.0,Medicine,4.0,Harvard,"1,400.00","26,019.00",4.0,6.0,5.0,Northern Virginia,"22,015","62,997.00",2.0,6.0,4.0,Physician,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,,15.0,25.0,20.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,30.0,10.0,20.0,25.0,5.0,10.0,6.0,9.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,0,5.0,6.0,7.0,4.0,7.0,5.0,5.0,4.0,0.0,2.0,20.0,25.0,20.0,10.0,10.0,15.0,7.0,8.0,8.0,7.0,7.0,5.0,1.0,3.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,25.0,15.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,5.0,15.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,15.0,0,29,2,4,18,4,,6,17,110.0,0,0.5,0,28.0,2.0,20.0,20.0,15.0,15.0,5.0,25.0,0,5.0,6.0,8.0,4.0,,,5.0,6.0,2.0,23.0,Chemistry,10.0,,,,4.0,4.0,1.0,P. R. China,"300,151",,2.0,7.0,7.0,I don't know,10.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,5.0,0.0,15.0,21.0,18.0,18.0,10.0,18.0,,,,,,,10.0,25.0,15.0,15.0,10.0,25.0,5.0,8.0,5.0,7.0,5.0,,,,,,0,6.0,6.0,6.0,7.0,8.0,7.0,5.0,0.0,2.0,2.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,15.0,20.0,20.0,15.0,10.0,20.0,,,,,,,,,,,,,3.0,7.0,8.0,6.0,2.0,,,,,,0.0,0.0,0.0,,,10.0,20.0,20.0,20.0,10.0,20.0,,,,,,,,,,,,,,,,,,,6.0,6.0,8.0,6.0,4.0,,,,,
170,13.0,1,26,2,7,16,12,6.0,7,11,152.0,0,0.63,1,27.0,4.0,14.0,20.0,20.0,14.0,18.0,14.0,0,4.0,6.0,7.0,6.0,8.0,,6.0,5.0,2.0,28.0,Biochemistry,10.0,,,,4.0,2.0,1.0,India,,,1.0,5.0,3.0,Physician Scientist,4.0,2.0,1.0,8.0,8.0,8.0,8.0,5.0,3.0,1.0,9.0,8.0,7.0,8.0,6.0,8.0,4.0,5.0,6.0,,16.28,20.93,18.6,18.6,13.95,11.63,8.0,7.0,7.0,9.0,5.0,7.0,17.78,15.56,15.56,17.78,20.0,13.33,7.0,8.0,6.0,9.0,8.0,,,,,,0,5.0,7.0,6.0,5.0,6.0,5.0,4.0,3.0,0.0,,18.42,18.42,18.42,15.79,13.16,15.79,6.0,7.0,8.0,6.0,7.0,6.0,1.0,2.0,,,,,,,19.51,21.95,17.07,14.63,12.2,14.63,9.0,7.0,6.0,8.0,8.0,7.0,17.5,20.0,12.5,17.5,12.5,20.0,6.0,8.0,9.0,5.0,8.0,,,,,,0.0,0.0,0.0,,,16.28,20.93,20.93,16.28,11.63,13.95,,,,,,,9.0,5.0,4.0,8.0,8.0,7.0,6.0,7.0,5.0,7.0,9.0,,6.0,8.0,9.0,5.0,7.0,,,,,
254,3.0,0,5,2,11,21,12,12.0,18,8,280.0,0,0.48,1,25.0,2.0,25.0,20.0,30.0,15.0,5.0,5.0,0,3.0,7.0,8.0,6.0,6.0,6.0,3.0,1.0,2.0,22.0,Philosophy and Physics,7.0,"University of Maryland, and Oxford","1,250.00","13,413.00",2.0,8.0,3.0,"Boulder, Colorado","80,304","37,240.00",2.0,6.0,2.0,academia,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,,25.0,7.0,25.0,25.0,8.0,10.0,25.0,10.0,15.0,15.0,15.0,20.0,30.0,15.0,10.0,25.0,10.0,10.0,8.0,7.0,8.0,10.0,8.0,7.0,6.0,10.0,9.0,9.0,0,5.0,5.0,7.0,3.0,6.0,3.0,5.0,5.0,0.0,2.0,25.0,10.0,25.0,25.0,8.0,7.0,8.0,7.0,10.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,14.0,0,27,2,2,16,2,,10,8,47.0,0,0.12,0,30.0,2.0,20.0,20.0,25.0,25.0,5.0,5.0,1,5.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,2.0,21.0,Applied Maths/Econs,8.0,,,,4.0,2.0,2.0,SIngapore,"807,931",,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,6.0,5.0,30.0,5.0,30.0,15.0,15.0,5.0,,,,,,,20.0,20.0,25.0,20.0,5.0,10.0,7.0,7.0,7.0,7.0,8.0,,,,,,0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,2.0,2.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,30.0,0.0,30.0,20.0,20.0,0.0,,,,,,,,,,,,,7.0,2.0,4.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,6.0,0,11,2,17,14,7,7.0,5,1,440.0,0,0.1,0,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,10.0,8.0,3.0,10.0,10.0,5.0,8.0,10.0,2.0,22.0,Law,1.0,Rutgers University - New Brunswick,"1,188.00","11,311.00",1.0,1.0,1.0,New Jersey,"7,726",,1.0,7.0,2.0,Lawyer,1.0,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,9.0,10.0,10.0,5.0,,25.0,5.0,20.0,25.0,15.0,10.0,50.0,2.0,8.0,45.0,1.0,4.0,50.0,1.0,4.0,25.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,7.0,9.0,10.0,10.0,10.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,4.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,10.0,10.0,10.0,3.0,3.0,2.0,,,,,,,30.0,10.0,20.0,20.0,10.0,10.0,50.0,2.0,3.0,40.0,3.0,2.0,40.0,2.0,3.0,30.0,3.0,2.0,7.0,9.0,10.0,10.0,10.0,7.0,8.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2.0,0,3,1,13,9,5,5.0,4,8,339.0,1,,0,,,,,,,,,1,9.0,9.0,8.0,6.0,8.0,5.0,8.0,7.0,2.0,25.0,Instructional Tech & Media,5.0,"Fu Jen Catholic University, Taiwan",,,4.0,1.0,1.0,Taiwan,,,2.0,4.0,3.0,Education,2.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,,10.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,15.0,15.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,9.0,6.0,8.0,3.0,7.0,9.0,6.0,6.0,1.0,1,7.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,0.0,2.0,,,,,,,,,,,,7.0,3.0,3.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,20.0,30.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,7.0,9.0,7.0,7.0,2.0,7.0,9.0,7.0,7.0,2.0,0.0,2.0,1.0,1.0,1.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,30.0,30.0,20.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,7.0,8.0,6.0,6.0,1.0,7.0,8.0,6.0,6.0,1.0
299,6.0,0,11,2,12,14,4,4.0,14,3,310.0,0,0.3,0,25.0,2.0,24.0,15.0,20.0,20.0,8.0,13.0,0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,,24.0,Social Work,11.0,New York University,"1,340.00","25,380.00",4.0,1.0,1.0,Maryland,"21,015","51,663.00",2.0,6.0,2.0,Program development / policy work,2.0,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,7.0,9.0,7.0,9.0,5.0,4.0,5.0,,10.0,40.0,10.0,20.0,10.0,10.0,10.0,10.0,30.0,10.0,10.0,30.0,40.0,10.0,10.0,10.0,10.0,20.0,6.0,9.0,9.0,8.0,9.0,6.0,9.0,8.0,9.0,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,0.0,2.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,15.0,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,20.0,15.0,20.0,15.0,20.0,20.0,10.0,15.0,6.0,8.0,7.0,8.0,8.0,6.0,7.0,6.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,13.0,1,26,2,11,21,16,16.0,13,20,271.0,0,-0.13,0,23.0,2.0,10.0,15.0,40.0,15.0,10.0,10.0,0,4.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,2.0,24.0,engineering,5.0,tech school,,,6.0,1.0,1.0,International Student,"10,025",,4.0,6.0,6.0,finance or engineering,7.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,,20.0,20.0,25.0,25.0,5.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,8.0,10.0,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,5.0,30.0,20.0,10.0,10.0,20.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,1.0,2.0,,,,,,,30.0,10.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,3.0,1,6,2,9,20,19,16.0,4,6,199.0,0,0.31,1,30.0,2.0,17.5,17.5,20.0,12.5,20.0,12.5,0,1.0,6.0,6.0,6.0,7.0,2.0,3.0,7.0,2.0,27.0,MBA,8.0,,,,2.0,7.0,1.0,San Francisco,"10,021","55,080.00",2.0,5.0,3.0,Consulting,7.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,13.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0,6.0,,7.5,17.5,20.0,22.5,12.5,20.0,10.0,6.0,6.0,10.0,10.0,8.0,19.57,17.39,15.22,17.39,17.39,13.04,5.0,10.0,9.0,9.0,10.0,,,,,,1,8.0,7.0,7.0,6.0,7.0,5.0,7.0,2.0,2.0,,13.21,18.87,18.87,18.87,16.98,13.21,6.0,10.0,10.0,9.0,10.0,7.0,1.0,3.0,,,,,,,14.81,18.52,18.52,18.52,16.67,12.96,10.0,8.0,8.0,8.0,8.0,8.0,18.18,18.18,12.73,16.36,16.36,18.18,6.0,10.0,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,17.0,0,33,2,11,21,9,9.0,7,18,290.0,1,0.23,0,34.0,2.0,30.0,10.0,30.0,10.0,5.0,15.0,1,9.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,2.0,24.0,GS Postbacc PreMed,4.0,Yale,"1,450.00","26,100.00",3.0,1.0,1.0,Texas,"76,710","26,706.00",5.0,6.0,1.0,Medicine,4.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,,30.0,20.0,20.0,10.0,15.0,5.0,30.0,15.0,15.0,15.0,10.0,15.0,30.0,10.0,15.0,20.0,10.0,15.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,1,8.0,8.0,9.0,8.0,8.0,8.0,9.0,6.0,0.0,5.0,35.0,10.0,30.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,2.0,,,,,,,30.0,15.0,15.0,15.0,10.0,15.0,30.0,15.0,15.0,20.0,5.0,15.0,38.1,9.52,14.29,19.05,4.76,14.29,8.0,8.0,8.0,7.0,8.0,9.0,8.0,7.0,7.0,7.0,0.0,9.0,1.0,9.0,,25.0,15.0,20.0,20.0,10.0,10.0,35.0,5.0,15.0,25.0,5.0,15.0,60.0,5.0,10.0,10.0,5.0,10.0,60.0,5.0,10.0,10.0,5.0,10.0,9.0,9.0,9.0,7.0,8.0,9.0,7.0,7.0,8.0,6.0
131,10.0,1,18,1,5,10,1,,1,4,115.0,0,0.3,0,21.0,2.0,20.0,10.0,30.0,20.0,15.0,5.0,0,,,,,,,,,,19.0,Computer Science,5.0,,,,4.0,4.0,1.0,New York,"10,002","17,378.00",2.0,7.0,3.0,Not Sure,10.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,3.0,5.0,0.0,25.0,10.0,20.0,20.0,10.0,15.0,,,,,,,30.0,10.0,20.0,20.0,10.0,10.0,4.0,6.0,4.0,6.0,6.0,,,,,,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,40.0,20.0,20.0,10.0,5.0,5.0,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,
211,18.0,0,35,2,9,20,7,7.0,16,9,222.0,0,0.06,1,27.0,2.0,9.52,19.05,23.81,19.05,4.76,23.81,1,8.0,5.0,7.0,5.0,6.0,5.0,7.0,7.0,2.0,28.0,International Affairs,13.0,,,,2.0,9.0,1.0,Bulgaria,0,,2.0,4.0,1.0,Humanitarian Affairs/Human Rights,9.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,5.0,,16.36,16.36,18.18,18.18,16.36,14.55,8.0,8.0,10.0,10.0,8.0,7.0,16.0,16.0,18.0,20.0,14.0,16.0,7.0,9.0,9.0,9.0,9.0,,,,,,0,4.0,10.0,10.0,5.0,7.0,6.0,6.0,6.0,2.0,2.0,16.36,18.18,16.36,18.18,16.36,14.55,,,,,,2.0,3.0,2.0,,,,,,,14.81,14.81,18.52,18.52,16.67,16.67,8.0,8.0,9.0,10.0,9.0,9.0,18.0,16.0,16.0,18.0,16.0,16.0,9.0,9.0,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,15.0,0,29,2,15,19,3,3.0,19,1,397.0,1,0.08,1,24.0,2.0,20.0,21.0,21.0,22.0,6.0,10.0,1,6.0,9.0,8.0,8.0,8.0,7.0,7.0,6.0,2.0,22.0,Writing: Literary Nonfiction,6.0,Smith College,"1,260.00","24,742.00",2.0,4.0,8.0,Long Island,"11,733","65,693.00",1.0,7.0,1.0,Writing or Editorial,6.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,6.0,,8.0,20.0,25.0,25.0,12.0,10.0,10.0,20.0,25.0,20.0,15.0,10.0,18.0,18.0,18.0,18.0,5.0,13.0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,1,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,2.0,2.5,8.0,20.0,30.0,25.0,12.0,15.0,7.0,8.0,8.0,8.0,7.0,7.0,1.0,3.0,15.0,20.0,20.0,15.0,12.0,18.0,12.0,20.0,20.0,20.0,8.0,20.0,17.0,17.0,17.0,17.0,15.0,17.0,25.0,15.0,20.0,15.0,10.0,15.0,7.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
